id,name__sr,name__fr,name__el,name__en,name__de,name__sh,name__nl,name,wikipedia__commons,wikipedia__el,wikipedia__en,wikipedia__fr,wikipedia__sh,wikipedia__sr,image,gender,birth_date,given_name,original_wikiname,name__ru,name__cs,name__nb,name__da,name__nn,name__sv,wikipedia__cswikiquote,wikipedia__de,wikipedia__ru,identifier__MusicBrainz,family_name,name__ja,name__es,name__it,wikipedia__es,wikipedia__it,wikipedia__ja,identifier__freebase,name__pl,name__ie,name__hr,name__uk,wikipedia__cs,wikipedia__hr,wikipedia__ie,wikipedia__pl,wikipedia__uk,identifier__ISNI,identifier__VIAF,identifier__LCAuth,name__hu,name__ca,name__sr_ec,name__sr_el,name__en_ca,name__en_gb,name__bs,name__de_ch,name__lb,name__tr,name__lmo,name__la,name__sl,name__et,name__he,name__fi,name__vi,name__ka,name__gl,name__zh,wikipedia__bs,wikipedia__bswikiquote,wikipedia__ca,wikipedia__et,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hu,wikipedia__itwikiquote,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__no,wikipedia__plwikiquote,wikipedia__slwikiquote,wikipedia__srwikiquote,wikipedia__tr,wikipedia__vi,wikipedia__zh,wikipedia__sv,name__mk,wikipedia__mk,name__ro,death_date,identifier__BNF,name__mg,wikipedia__mg,wikipedia__ro,identifier__GND,identifier__SUDOC,name__sq,wikipedia__sq,name__bg,name__io,name__be,name__oc,wikipedia__bg,wikipedia__da,wikipedia__io,name__cy,wikipedia__sl,website,identifier__NKC,identifier__NTA,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__id,name__ar,name__pt,name__sk,name__hy,name__fa,wikipedia__ar,wikipedia__fa,wikipedia__hy,wikipedia__id,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__sk,identifier__FIFA,wikipedia__be,twitter,identifier__AlloCine,identifier__allmovie,identifier__SFDb,name__rm,identifier__Munzinger,identifier__Britannica,facebook,identifier__moviemeter,identifier__elonet,identifier__PORT,identifier__CSFD,last_seen,identifier__DNF,identifier__SCOPE,identifier__kinopoisk,identifier__filmportal_de,wikipedia__ruwikinews,identifier__PACE,identifier__FAST,name__pt_br,wikipedia__enwikiquote,identifier__NLA,identifier__OLID,identifier__BAV,identifier__NUKAT,name__jv,name__hsb,name__mr,name__lt,name__tl,name__xmf,name__dsb,name__eo,wikipedia__dsb,wikipedia__hsb,wikipedia__jv,wikipedia__lt,wikipedia__mr,wikipedia__tl,wikipedia__xmf,name__za,name__yo,name__ms,name__ml,name__se,name__kk,name__be_tarask,name__lv,name__yue,wikipedia__be_x_old,wikipedia__eo,wikipedia__kk,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__se,wikipedia__yo,wikipedia__za,wikipedia__zh_yue
Q468319,Снежана Маловић,Snežana Malović,,Snežana Malović,Snežana Malović,,Snežana Malović,Snežana Malović,,,Snežana Malović,Snežana Malović,,Снежана Маловић,https://upload.wikimedia.org/wikipedia/commons/c/c9/Snezana_Malovic.jpg,female,1976-09-10,Snežana,Snežana Malović,,,Snežana Malović,Snežana Malović,Snežana Malović,Snežana Malović,,Snežana Malović,,,,,,,,,,/m/04gjjd5,Snežana Malović,,Snežana Malović,,,Snežana Malović,,Snežana Malović,,,,,,,Снежана Маловић,Snežana Malović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4853233,,,,Balša Božović,,,Balša Božović,Balša Božović,,,Balša Božović,,,,,male,1983-05-10,Balša,Balša Božović,,,,,,,,,,,Božović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q537821,Борислав Стефановић,Borislav Stefanović,,Borko Stefanović,Borko Stefanović,Borislav Stefanović,Borislav Stefanović,Borko Stefanović,Category:Borislav Stefanović,,Borko Stefanović,Borislav Stefanović,Borislav Stefanović,Борислав Стефановић,https://upload.wikimedia.org/wikipedia/commons/5/55/Borko_Stefanović.jpg,male,1974-02-05,Borislav,Борислав Стефановић,,,,,,,,Borko Stefanović,,,,,,,,,,/m/0gj96mb,,Borislav Stefanović,,,,,Borislav Stefanović,,,,,,,,Борислав Стефановић,Borislav Stefanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q555898,Војислав Маринковић,Vojislav Marinković,Βόισλαβ Μαρίνκοβιτς,Vojislav Marinković,Vojislav Marinković,,Vojislav Marinković,Vojislav Marinković,Category:Vojislav Marinković,Βόισλαβ Μαρίνκοβιτς,,,,Војислав Маринковић,https://upload.wikimedia.org/wikipedia/commons/a/a3/Vojislav_Marinković.jpg,male,1876-05-13,Vojislav,Војислав Маринковић,,Vojislav Marinković,,,,,,Vojislav Marinković,,,,,Vojislav Marinković,,Vojislav Marinković,,,,Vojislav Marinković,,Vojislav Marinković,,Vojislav Marinković,Vojislav Marinković,,Vojislav Marinković,,0000 0000 4398 8443,47956982,no00068227,,,Војислав Маринковић,Vojislav Marinković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935-09-18,10552352m,,,,133599809,057312400,,,,,,,,,,,,,,,,,,,,,,,,,Vojislav Marinković,,,,,,,,,Vojislav Marinković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57431,Томислав Николић,Tomislav Nikolić,Τόμισλαβ Νίκολιτς,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Category:Tomislav Nikolić,Τόμισλαβ Νίκολιτς,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Томислав Николић,https://upload.wikimedia.org/wikipedia/commons/a/a2/Tomislav_Nikolić_official_portrait.jpg,male,1952-02-15,Tomislav,Томислав Николић,"Николич, Томислав",Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,"Николич, Томислав",,Nikolić,トミスラヴ・ニコリッチ,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,トミスラヴ・ニコリッチ,/m/035f9v,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Томислав Николич,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Томислав Николич,0000 0000 5593 4792,79423065,n80037619,Tomislav Nikolić,Tomislav Nikolić,Томислав Николић,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,,Tomislav Nikolić,טומיסלב ניקוליץ',Tomislav Nikolić,Tomislav Nikolić,ტომისლავ ნიკოლიჩი,,托米斯拉夫·尼科利奇,Tomislav Nikolić,,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,,טומיסלב ניקוליץ',Tomislav Nikolić,,ტომისლავ ნიკოლიჩი,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,,Томислав Николић,Tomislav Nikolić,Tomislav Nikolić,托米斯拉夫·尼科利奇,Tomislav Nikolić,Томислав Николиќ,Томислав Николиќ,Tomislav Nikolić,,,,,Tomislav Nikolić,119407531,,,,Томислав Николич,Tomislav Nikolić,Томіслаў Нікаліч,Tomislav Nikolić,Томислав Николич,Tomislav Nikolić,Tomislav Nikolić,,,,,069114560,,,,,,,,토미슬라브 니콜리치,Tomislav Nikolic,توميسلاف نيكوليتش,Tomislav Nikolić,,Տամիսլավ Նիկոլիչ,تومیسلاو نیکولیچ,توميسلاف نيكوليتش,تومیسلاو نیکولیچ,Տոմիսլավ Նիկոլիչ,Tomislav Nikolic,토미슬라브 니콜리치,Tomislav Nikolić,Tomislav Nikolić,,,Томіслаў Нікаліч,,,,,,,,,,,,,,,,,,Категория:Томислав Николич,,,Tomislav Nikolić,,,,,,,Tomislav Nikolić,तोमिस्लाव्ह निकोलिच,,,,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,,,तोमिस्लाव्ह निकोलिच,,,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,ടൊമിസ്ലേവ് നിക്കോളിക്ക്,Tomislav Nikolić,Томислав Николич,Томіслаў Нікаліч,Tomislavs Nikoličs,陀蔑斯剌夫·匿哥列茨,Томіслаў Нікаліч,Tomislav Nikolić,Томислав Николич,Tomislavs Nikoličs,ടൊമിസ്ലേവ് നിക്കോളിക്ക്,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,Tomislav Nikolić,陀蔑斯剌夫·匿哥列茨
Q57843,Ивица Дачић,Ivica Dačić,Ίβιτσα Ντάσιτς,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,Category:Ivica Dačić,Ίβιτσα Ντάσιτς,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ивица Дачић,https://upload.wikimedia.org/wikipedia/commons/4/4d/Ivica_Dacic.jpg,male,1966-01-01,Ivica,Ivica Dačić,"Дачич, Ивица",Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,"Дачич, Ивица",,,イビツァ・ダチッチ,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,,/m/035fb_,Ivica Dačić,Ivica Dačić,Ivica Dačić,Івіца Дачич,Ivica Dačić,Ivica Dačić,Ivica Dačić,Ivica Dačić,Івіца Дачич,0000 0001 1917 1406,170355709,no2011057785,Ivica Dačić,Ivica Dačić,Ивица Дачић,Ivica Dačić,,,Ivica Dačić,,Ivica Dačić,Ivica Daçiç,,Ivica Dačić,,Ivica Dačić,איביצה דאצ'יץ',Ivica Dačić,,,,伊维察·达契奇,Ivica Dačić,Ivica Dačić,,Ivica Dačić,Ivica Dačić,,איוויצה דאצ'יץ',Ivica Dačić,,,Ivica Dačić,Ivica Dačić,,,,,,Ивица Дачић,Ivica Dačić,,伊维察·达契奇,Ivica Dačić,,,,,,,,,,,Ivica Daciq,Ivica Daçiq,Ивица Дачич,Ivica Dačić,Івіца Дачыч,Ivica Dačić,Ивица Дачич,Ivica Dačić,Ivica Dačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivicadacic_sps,,,,,,,DacicIvica,,,,,,,,,,,5739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q598844,Антоније Исаковић,Antonije Isaković,,Antonije Isaković,Antonije Isaković,Antonije Isaković,Antonije Isaković,Antonije Isaković,,,Antonije Isaković,Antonije Isaković,Antonije Isaković,Антоније Исаковић,https://upload.wikimedia.org/wikipedia/commons/e/ef/Antonije_Isaković_tabla.JPG,male,1923-11-06,Antonije,Антоније Исаковић,,,,,,,,Antonije Isaković,,,,,Antonije Isaković,,,,,/m/0gty502,,,,,,,,,,,265558000,n80144388,,,Антоније Исаковић,Antonije Isaković,,,Antonije Isaković,,,,,,,,,,,,,安东尼耶·伊沙科维奇,Antonije Isaković,,,,,,,,,,,,,,,,,Антоније Исаковић,,,安东尼耶·伊沙科维奇,,,,,2002-01-13,12112073h,,,,119275449,029507669,,,,,,,,,,Antonije Isaković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q604138,Оливер Дулић,Oliver Dulić,,Oliver Dulić,Oliver Dulić,Oliver Dulić,Oliver Dulić,Oliver Dulić,,,Oliver Dulić,Oliver Dulić,Oliver Dulić,Оливер Дулић,https://upload.wikimedia.org/wikipedia/commons/6/65/Dulic_Oliver.jpg,male,1975-01-21,Oliver,Оливер Дулић,,,Oliver Dulić,Oliver Dulić,Oliver Dulić,Oliver Dulić,,,,,,,Oliver Dulić,,,,,/m/02r9cyv,Oliver Dulić,,Oliver Dulić,,,Oliver Dulić,,Oliver Dulić,,,,,Oliver Dulić,,Оливер Дулић,Oliver Dulić,,,Oliver Dulić,,,,,,,,,,,,,,Oliver Dulić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Оливер Дулич,,,,Оливер Дулич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cistacica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154858,Јанко Веселиновић,Janko Veselinović,,Janko Veselinović,,,Janko Veselinović,Janko Veselinović,,,Janko Veselinović (lawyer),Janko Veselinović (homme politique),,Јанко Веселиновић (правник),https://upload.wikimedia.org/wikipedia/commons/0/08/Janko_2.jpg,male,1965-11-06,Janko,Janko Veselinović (lawyer),,,,,,,,,,,Veselinović,,Janko Veselinović,Janko Veselinović,,,,,,,,,,,,,,,,,Janko Veselinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6563562,Ненад Милосављевић,Nenad Milosavljević,,Nenad Milosavljević,,Nenad Milosavljević,Nenad Milosavljević,Nenad Milosavljević,,,Nenad Milosavljević,,Nenad Milosavljević,Ненад Милосављевић,https://upload.wikimedia.org/wikipedia/commons/f/f6/Nesagalija.jpg,male,1954-02-06,Nenad,Ненад Милосављевић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ненад Милосављевић,Nenad Milosavljević,Nenad Milosavljević,Nenad Milosavljević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm1201518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6771114,,Marko Atlagić,,Marko Atlagić,Marko Atlagić,,Marko Atlagić,Marko Atlagić,,,Marko Atlagić,,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Marko_Atlagić.jpg,male,1949,Marko,Marko Atlagić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65406227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12671909r,,,,,166447188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6860560,Милован Дрецун,Milovan Drecun,,Milovan Drecun,,,Milovan Drecun,Milovan Drecun,,,Milovan Drecun,,,Милован Дрецун,,male,1957-10-04,Milovan,Milovan Drecun,,,,,,,,,,,,,Milovan Drecun,,,,,/m/035m6n,Milovan Drecun,,,,,,,Milovan Drecun,,0000 0000 7143 3357,47072531,no2004097911,Milovan Drecun,,Милован Дрецун,Milovan Drecun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15522718m,,,,,16494270X,,,,,,,,,,,,,jo2015876017,382997050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q729937,Миодраг Стојковић,Miodrag Stojković,,Miodrag Stojković,Miodrag Stojković,Miodrag Stojković,Miodrag Stojković,Miodrag Stojković,,,Miodrag Stojković,,,Миодраг Стојковић,https://upload.wikimedia.org/wikipedia/commons/7/7a/Miodrag_Stojkovic.jpg,male,1964-07-05,Miodrag,Miodrag Stojković,,,,,,,,Miodrag Stojković,,,,,Miodrag Stojkovic,,,,,,,,Miodrag Stojković,,,,,,,,52408982,,,,,,,,Miodrag Stojković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114954798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q732501,Борислав Пелевић,Borislav Pelević,,Borislav Pelević,,Borislav Pelević,Borislav Pelević,Borislav Pelević,,,Borislav Pelević,Borislav Pelević,Borislav Pelević,Борислав Пелевић,,male,1956-11-22,Borislav,Борислав Пелевић,,,Borislav Pelević,Borislav Pelević,Borislav Pelević,Borislav Pelević,,,,,,ボリスラヴ・ペレヴィッチ,Borislav Pelević,Borislav Pelević,,Borislav Pelević,,/m/035m8l,Borislav Pelević,,Borislav Pelević,,,Borislav Pelević,,Borislav Pelević,,,,,Borislav Pelević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q741215,Душан Петровић,Dušan Petrović,Ντούσαν Πέτροβιτς,Dušan Petrović,Dušan Petrović,,Dušan Petrović,Dušan Petrović,,Ντούσαν Πέτροβιτς,Dušan Petrović,Dušan Petrović,,Душан Петровић (политичар),https://upload.wikimedia.org/wikipedia/commons/3/33/Dušan_Petrović_crop.jpg,male,1966-09-08,Dušan,Dušan Petrović,,,,,,Dušan Petrović,,Dušan Petrović,,,Petrović,,,,,,,/m/02r55qw,Dušan Petrović,,,,,,,Dušan Petrović,,,,,,,Душан Петровић,Dušan Petrović,Dušan Petrović,Dušan Petrović,,Dušan Petrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dušan Petrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7551729,Бранислав Ивковић,,,Branislav Ivković,,,,Branislav Ivković,,,,,,Бранислав Ивковић,,male,1952-08-07,Branislav,Бранислав Ивковић,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q818114,Драган Ђилас,Dragan Đilas,Ντράγκαν Τζίλας,Dragan Đilas,Dragan Đilas,Dragan Đilas,Dragan Đilas,Dragan Đilas,,Ντράγκαν Τζίλας,Dragan Đilas,Dragan Đilas,Dragan Đilas,Драган Ђилас,https://upload.wikimedia.org/wikipedia/commons/a/a0/Dragan_Đilas_2013.jpg,male,1967-02-22,Dragan,Dragan Đilas,"Джилас, Драган",Dragan Đilas,Dragan Dilas,,,,,Dragan Đilas,"Джилас, Драган",,Đilas,ドラガン・ジラス,Dragan Đilas,,,,,/m/02r5z2f,Dragan Đilas,,,Драган Джилас,Dragan Đilas,,,Dragan Đilas,Драган Джилас,,,,,,Драган Ђилас,Dragan Đilas,Dragan Đilas,Dragan Đilas,,Dragan Đilas,,,,,,,,,,,,德拉甘·迪拉斯,,,,,,,,,,,,,,,Dragan Dilas,,,,,,德拉甘·迪拉斯,,,,Dragan Đilas,,,Dragan Đilas,Dragan Đilas,Dragan Đilas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q891147,Бојан Пајтић,Bojan Pajtić,,Bojan Pajtić,Bojan Pajtić,Bojan Pajtić,Bojan Pajtić,Bojan Pajtić,Category:Bojan Pajtić,,Bojan Pajtić,,Bojan Pajtić,Бојан Пајтић,https://upload.wikimedia.org/wikipedia/commons/0/0a/Bojan_Pajtić_(2011).jpg,male,1970-05-02,Bojan,Bojan Pajtić,"Пайтич, Боян",,,,,,,Bojan Pajtić,"Пайтич, Боян",,,ボヤン・パイティッチ,,,,,,/m/0dnddz,Bojan Pajtić,,Bojan Pajtić,Боян Пайтич,,Bojan Pajtić,,Bojan Pajtić,Боян Пайтич,,,,,,,,,,,,,Bojan Paytiç,,,,,,,,,,博揚·帕伊蒂奇,,,,,,,,,,,,,,,,,,,Bojan Paytiç,,博揚·帕伊蒂奇,,Бојан Пајтиќ,Бојан Пајтиќ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pajticbojan,,,,,,,bojanpajtic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q948201,Велимир Бата Живојиновић,Bata Živojinović,,Bata Živojinović,Bata Živojinović,Velimir Bata Živojinović,Bata Živojinović,Bata Živojinović,Category:Velimir Bata Živojinović,,Bata Živojinović,Bata Živojinović,Bata Živojinović,Велимир Бата Живојиновић,https://upload.wikimedia.org/wikipedia/commons/3/3f/Velimir_Bata_Živojinović_1.jpg,male,1933-06-05,Velimir,Велимир Бата Живојиновић,"Живоинович, Велимир",,Velimir Bata Živojinović,Velimir Bata Živojinović,Velimir Bata Živojinović,Velimir Bata Živojinović,,Bata Živojinović,"Живоинович, Велимир",,,バタ・ジヴコヴィッチ,Bata Živojinović,Bata Živojinović,,,,/m/05l9p6,Velimir Bata Živojinović,,Velimir Bata Živojinović,Велімір Бата Живоїнович,,Velimir Bata Živojinović,,Velimir Bata Živojinović,Велімір Бата Живоїнович,0000 0000 7909 4556,95033718,no2004061174,Bata Živojinović,,,,,,Bata Živojinović,,,,,,,Bata Živojinović,,,,,,巴塔·日沃伊诺维奇,Bata Živojinović,Velimir Bata Živojinović,,Bata Živojinović,,,,,,,,,,,,,,Велимир Бата Живојиновић,,,巴塔·日沃伊诺维奇,,Велимир Бата Живоиновиќ,Велимир Бата Живоиновиќ,,2016-05-22,,,,,,,,,Бата Живойнович,,,,,,,,,,,,nm0957372,,巴塔·日沃伊諾維奇,,巴塔·日沃伊诺维奇,,,,,,,,Վելիմիր Ժիվոինովիչ,باتا ژیوویینوویچ,,باتا ژیوویینوویچ,Վելիմիր Ժիվոինովիչ,,,,Bata Živojinović,,,,,16325,p78642,103051,,,,,,239065,340374,18018,,,,73738,61d8f5570107451897672944a31524ba,,,,,,40009609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
